dm_milk_production_national_month_key	program	year	geo_level	month	production_weight_lbs	production_weight_by_cattle_head_lbs	milk_cows
764	SURVEY	2006	NATIONAL	5	16,061,000,000	1,754	9,157,000
765	SURVEY	2006	NATIONAL	6	15,329,000,000	1,673	9,164,000
766	SURVEY	2006	NATIONAL	7	15,156,000,000	1,657	9,147,000
767	SURVEY	2006	NATIONAL	8	15,046,000,000	1,647	9,135,000
768	SURVEY	2006	NATIONAL	9	14,473,000,000	1,585	9,129,000
769	SURVEY	2006	NATIONAL	10	14,839,000,000	1,626	9,126,000
770	SURVEY	2006	NATIONAL	11	14,507,000,000	1,589	9,128,000
771	SURVEY	2006	NATIONAL	12	15,273,000,000	1,670	9,144,000
772	SURVEY	2007	NATIONAL	1	15,607,000,000	1,706	9,148,000
773	SURVEY	2007	NATIONAL	2	14,323,000,000	1,566	9,147,000
774	SURVEY	2007	NATIONAL	3	16,133,000,000	1,761	9,160,000
775	SURVEY	2007	NATIONAL	4	15,765,000,000	1,722	9,154,000
776	SURVEY	2007	NATIONAL	5	16,194,000,000	1,766	9,171,000
777	SURVEY	2007	NATIONAL	6	15,479,000,000	1,685	9,184,000
778	SURVEY	2007	NATIONAL	7	15,715,000,000	1,709	9,193,000
779	SURVEY	2007	NATIONAL	8	15,525,000,000	1,688	9,197,000
780	SURVEY	2007	NATIONAL	9	14,871,000,000	1,616	9,204,000
781	SURVEY	2007	NATIONAL	10	15,391,000,000	1,669	9,219,000
782	SURVEY	2007	NATIONAL	11	15,016,000,000	1,626	9,236,000
783	SURVEY	2007	NATIONAL	12	15,635,000,000	1,690	9,254,000
784	SURVEY	2008	NATIONAL	1	15,980,000,000	1,723	9,274,000
785	SURVEY	2008	NATIONAL	2	15,180,000,000	1,635	9,287,000
786	SURVEY	2008	NATIONAL	3	16,462,000,000	1,771	9,295,000
787	SURVEY	2008	NATIONAL	4	16,118,000,000	1,733	9,303,000
788	SURVEY	2008	NATIONAL	5	16,703,000,000	1,793	9,314,000
789	SURVEY	2008	NATIONAL	6	15,940,000,000	1,711	9,317,000
790	SURVEY	2008	NATIONAL	7	15,988,000,000	1,713	9,332,000
791	SURVEY	2008	NATIONAL	8	15,747,000,000	1,688	9,329,000
792	SURVEY	2008	NATIONAL	9	15,124,000,000	1,623	9,321,000
793	SURVEY	2008	NATIONAL	10	15,615,000,000	1,675	9,325,000
794	SURVEY	2008	NATIONAL	11	15,213,000,000	1,630	9,333,000
795	SURVEY	2008	NATIONAL	12	15,908,000,000	1,704	9,334,000
796	SURVEY	2009	NATIONAL	1	16,123,000,000	1,731	9,312,000
797	SURVEY	2009	NATIONAL	2	14,738,000,000	1,587	9,289,000
798	SURVEY	2009	NATIONAL	3	16,471,000,000	1,774	9,284,000
799	SURVEY	2009	NATIONAL	4	16,130,000,000	1,738	9,281,000
800	SURVEY	2009	NATIONAL	5	16,792,000,000	1,810	9,275,000
801	SURVEY	2009	NATIONAL	6	15,928,000,000	1,726	9,230,000
802	SURVEY	2009	NATIONAL	7	16,011,000,000	1,742	9,190,000
803	SURVEY	2009	NATIONAL	8	15,732,000,000	1,717	9,162,000
804	SURVEY	2009	NATIONAL	9	15,039,000,000	1,649	9,122,000
805	SURVEY	2009	NATIONAL	10	15,415,000,000	1,695	9,097,000
806	SURVEY	2009	NATIONAL	11	15,060,000,000	1,656	9,093,000
807	SURVEY	2009	NATIONAL	12	15,763,000,000	1,735	9,085,000
808	SURVEY	2010	NATIONAL	1	16,013,000,000	1,761	9,091,000
809	SURVEY	2010	NATIONAL	2	14,750,000,000	1,622	9,094,000
810	SURVEY	2010	NATIONAL	3	16,607,000,000	1,825	9,100,000
811	SURVEY	2010	NATIONAL	4	16,419,000,000	1,803	9,109,000
812	SURVEY	2010	NATIONAL	5	17,042,000,000	1,868	9,122,000
813	SURVEY	2010	NATIONAL	6	16,356,000,000	1,791	9,132,000
814	SURVEY	2010	NATIONAL	7	16,447,000,000	1,799	9,144,000
815	SURVEY	2010	NATIONAL	8	16,105,000,000	1,764	9,130,000
816	SURVEY	2010	NATIONAL	9	15,550,000,000	1,703	9,131,000
817	SURVEY	2010	NATIONAL	10	15,914,000,000	1,742	9,133,000
818	SURVEY	2010	NATIONAL	11	15,514,000,000	1,698	9,135,000
819	SURVEY	2010	NATIONAL	12	16,160,000,000	1,767	9,148,000
820	SURVEY	2011	NATIONAL	1	16,396,000,000	1,789	9,165,000
821	SURVEY	2011	NATIONAL	2	15,075,000,000	1,644	9,170,000
822	SURVEY	2011	NATIONAL	3	16,990,000,000	1,850	9,183,000
823	SURVEY	2011	NATIONAL	4	16,657,000,000	1,813	9,186,000
824	SURVEY	2011	NATIONAL	5	17,279,000,000	1,879	9,197,000
825	SURVEY	2011	NATIONAL	6	16,514,000,000	1,795	9,200,000
826	SURVEY	2011	NATIONAL	7	16,478,000,000	1,790	9,205,000
827	SURVEY	2011	NATIONAL	8	16,425,000,000	1,784	9,207,000
828	SURVEY	2011	NATIONAL	9	15,780,000,000	1,714	9,209,000
829	SURVEY	2011	NATIONAL	10	16,272,000,000	1,765	9,219,000
830	SURVEY	2011	NATIONAL	11	15,820,000,000	1,716	9,220,000
831	SURVEY	2011	NATIONAL	12	16,569,000,000	1,795	9,229,000
832	SURVEY	2012	NATIONAL	1	17,048,000,000	1,844	9,247,000
833	SURVEY	2012	NATIONAL	2	16,342,000,000	1,764	9,262,000
834	SURVEY	2012	NATIONAL	3	17,746,000,000	1,913	9,276,000
835	SURVEY	2012	NATIONAL	4	17,257,000,000	1,860	9,276,000
836	SURVEY	2012	NATIONAL	5	17,631,000,000	1,903	9,265,000
837	SURVEY	2012	NATIONAL	6	16,712,000,000	1,808	9,244,000
838	SURVEY	2012	NATIONAL	7	16,610,000,000	1,800	9,227,000
839	SURVEY	2012	NATIONAL	8	16,431,000,000	1,782	9,223,000
840	SURVEY	2012	NATIONAL	9	15,713,000,000	1,708	9,201,000
841	SURVEY	2012	NATIONAL	10	16,277,000,000	1,771	9,193,000
842	SURVEY	2012	NATIONAL	11	16,015,000,000	1,740	9,203,000
843	SURVEY	2012	NATIONAL	12	16,860,000,000	1,829	9,218,000
844	SURVEY	2013	NATIONAL	1	17,119,000,000	1,856	9,226,000
845	SURVEY	2013	NATIONAL	2	15,762,000,000	1,708	9,226,000
846	SURVEY	2013	NATIONAL	3	17,681,000,000		
847	SURVEY	2013	NATIONAL	4	17,260,000,000		
848	SURVEY	2013	NATIONAL	5	17,829,000,000		
849	SURVEY	2013	NATIONAL	6	16,948,000,000		
850	SURVEY	2013	NATIONAL	7	16,794,000,000	1,818	9,237,000
851	SURVEY	2013	NATIONAL	8	16,796,000,000	1,820	9,231,000
852	SURVEY	2013	NATIONAL	9	15,839,000,000	1,720	9,210,000
853	SURVEY	2013	NATIONAL	10	16,462,000,000	1,788	9,205,000
854	SURVEY	2013	NATIONAL	11	15,998,000,000	1,739	9,201,000
855	SURVEY	2013	NATIONAL	12	16,772,000,000	1,822	9,205,000
856	SURVEY	2014	NATIONAL	1	17,276,000,000	1,875	9,213,000
857	SURVEY	2014	NATIONAL	2	15,897,000,000	1,725	9,214,000
858	SURVEY	2014	NATIONAL	3	17,832,000,000	1,933	9,226,000
859	SURVEY	2014	NATIONAL	4	17,484,000,000	1,892	9,242,000
860	SURVEY	2014	NATIONAL	5	18,104,000,000	1,956	9,254,000
861	SURVEY	2014	NATIONAL	6	17,329,000,000	1,870	9,268,000
862	SURVEY	2014	NATIONAL	7	17,434,000,000	1,880	9,273,000
863	SURVEY	2014	NATIONAL	8	17,223,000,000	1,857	9,273,000
864	SURVEY	2014	NATIONAL	9	16,511,000,000	1,780	9,278,000
865	SURVEY	2014	NATIONAL	10	17,066,000,000	1,839	9,282,000
866	SURVEY	2014	NATIONAL	11	16,555,000,000	1,781	9,293,000
867	SURVEY	2014	NATIONAL	12	17,337,000,000	1,863	9,306,000
868	SURVEY	2015	NATIONAL	1	17,682,000,000	1,898	9,316,000
869	SURVEY	2015	NATIONAL	2	16,169,000,000	1,736	9,316,000
870	SURVEY	2015	NATIONAL	3	18,077,000,000	1,940	9,317,000
871	SURVEY	2015	NATIONAL	4	17,795,000,000	1,908	9,326,000
872	SURVEY	2015	NATIONAL	5	18,434,000,000	1,975	9,333,000
873	SURVEY	2015	NATIONAL	6	17,510,000,000	1,877	9,329,000
874	SURVEY	2015	NATIONAL	7	17,659,000,000	1,895	9,318,000
875	SURVEY	2015	NATIONAL	8	17,391,000,000	1,866	9,318,000
876	SURVEY	2015	NATIONAL	9	16,595,000,000	1,781	9,318,000
877	SURVEY	2015	NATIONAL	10	17,106,000,000	1,836	9,317,000
878	SURVEY	2015	NATIONAL	11	16,667,000,000	1,789	9,317,000
879	SURVEY	2015	NATIONAL	12	17,423,000,000	1,870	9,315,000
880	SURVEY	2016	NATIONAL	1	17,671,000,000	1,899	9,305,000
881	SURVEY	2016	NATIONAL	2	16,900,000,000	1,815	9,313,000
882	SURVEY	2016	NATIONAL	3	18,404,000,000	1,974	9,322,000
883	SURVEY	2016	NATIONAL	4	17,956,000,000	1,926	9,323,000
884	SURVEY	2016	NATIONAL	5	18,614,000,000	1,996	9,325,000
885	SURVEY	2016	NATIONAL	6	17,774,000,000	1,905	9,330,000
886	SURVEY	2016	NATIONAL	7	17,903,000,000	1,919	9,330,000
887	SURVEY	2016	NATIONAL	8	17,693,000,000	1,895	9,337,000
888	SURVEY	2016	NATIONAL	9	16,985,000,000	1,818	9,341,000
889	SURVEY	2016	NATIONAL	10	17,554,000,000	1,877	9,350,000
890	SURVEY	2016	NATIONAL	11	17,139,000,000	1,831	9,361,000
891	SURVEY	2016	NATIONAL	12	17,858,000,000	1,906	9,370,000
892	SURVEY	2017	NATIONAL	1	18,140,000,000	1,935	9,375,000
893	SURVEY	2017	NATIONAL	2	16,698,000,000	1,781	9,378,000
894	SURVEY	2017	NATIONAL	3	18,758,000,000	1,997	9,391,000
895	SURVEY	2017	NATIONAL	4	18,357,000,000	1,953	9,400,000
896	SURVEY	2017	NATIONAL	5	18,958,000,000	2,014	9,411,000
897	SURVEY	2017	NATIONAL	6	18,073,000,000	1,920	9,413,000
898	SURVEY	2017	NATIONAL	7	18,270,000,000	1,941	9,413,000
899	SURVEY	2017	NATIONAL	8	18,037,000,000	1,915	9,419,000
900	SURVEY	2017	NATIONAL	9	17,131,000,000	1,819	9,416,000
901	SURVEY	2017	NATIONAL	10	17,765,000,000	1,887	9,414,000
902	SURVEY	2017	NATIONAL	11	17,265,000,000	1,833	9,419,000
903	SURVEY	2017	NATIONAL	12	18,075,000,000	1,918	9,425,000
904	SURVEY	2018	NATIONAL	1	18,431,000,000	1,953	9,436,000
905	SURVEY	2018	NATIONAL	2	16,976,000,000	1,799	9,435,000
906	SURVEY	2018	NATIONAL	3	18,988,000,000	2,014	9,429,000
907	SURVEY	2018	NATIONAL	4	18,425,000,000	1,957	9,416,000
908	SURVEY	2018	NATIONAL	5	19,122,000,000	2,030	9,420,000
909	SURVEY	2018	NATIONAL	6	18,280,000,000	1,942	9,412,000
910	SURVEY	2018	NATIONAL	7	18,331,000,000	1,952	9,392,000
911	SURVEY	2018	NATIONAL	8	18,247,000,000	1,943	9,389,000
912	SURVEY	2018	NATIONAL	9	17,396,000,000	1,857	9,368,000
913	SURVEY	2018	NATIONAL	10	17,872,000,000	1,908	9,365,000
914	SURVEY	2018	NATIONAL	11	17,330,000,000	1,852	9,357,000
915	SURVEY	2018	NATIONAL	12	18,170,000,000	1,943	9,352,000
916	SURVEY	2019	NATIONAL	1	18,612,000,000	1,990	9,354,000
917	SURVEY	2019	NATIONAL	2	16,966,000,000	1,814	9,352,000
918	SURVEY	2019	NATIONAL	3	18,845,000,000	2,019	9,333,000
919	SURVEY	2019	NATIONAL	4	18,433,000,000	1,975	9,332,000
920	SURVEY	2019	NATIONAL	5	19,058,000,000	2,042	9,333,000
921	SURVEY	2019	NATIONAL	6	18,225,000,000	1,954	9,327,000
922	SURVEY	2019	NATIONAL	7	18,375,000,000	1,973	9,315,000
923	SURVEY	2019	NATIONAL	8	18,267,000,000	1,960	9,318,000
924	SURVEY	2019	NATIONAL	9	17,595,000,000	1,885	9,333,000
925	SURVEY	2019	NATIONAL	10	18,135,000,000	1,940	9,347,000
926	SURVEY	2019	NATIONAL	11	17,506,000,000	1,873	9,345,000
927	SURVEY	2019	NATIONAL	12	18,365,000,000	1,966	9,343,000
928	SURVEY	2020	NATIONAL	1	18,860,000,000	2,015	9,361,000
929	SURVEY	2020	NATIONAL	2	17,890,000,000	1,908	9,375,000
930	SURVEY	2020	NATIONAL	3	19,380,000,000	2,065	9,385,000
931	SURVEY	2020	NATIONAL	4	18,675,000,000	1,992	9,375,000
932	SURVEY	2020	NATIONAL	5	18,955,000,000	2,025	9,360,000
933	SURVEY	2020	NATIONAL	6	18,367,000,000	1,964	9,350,000
934	SURVEY	2020	NATIONAL	7	18,645,000,000	1,994	9,352,000
